Despacho,OV,NombreProducto,FechaCorte,Parte,Descripción,Despacho Cantidad en Unidades,Despacho Unidad de Medida Unidades,Proyecto,Precio Unitario,V. VTA,Guia de Remisión,Fecha Despacho,Comentario por Linea,Tipo Embarque,NombreArchivo,Cuentas,Paquetes,Courier,OT
92537,370215,HR TPI GSM,04/12/2019,60404430000016,HR TPI GSM,"7,643.00",UND,C000000048,0,0,005-0745542,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 28.11.2019_19239_TPI_GSM
 Comentarios - 1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152
  2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464
  3 : C2811_PDFCD_LIMA.pdf - 22
  4 : C2811_PDFCD_PROV.pdf - 5
 PAQ - 22
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196422
 FechaCorte - 04/12/2019",5,1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152 / 2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464 / 3 : C2811_PDFCD_LIMA.pdf - 22 / 4 : C2811_PDFCD_PROV.pdf - 5,7643,22,URBANO EXPRESS PERU SA,239681
92537,370215,HR TPI GSM,04/12/2019,120404402000012,ETIQUETA CD,27,UND,C000000048,0.0708,1.9116,005-0745542,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 28.11.2019_19239_TPI_GSM
 Comentarios - 1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152
  2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464
  3 : C2811_PDFCD_LIMA.pdf - 22
  4 : C2811_PDFCD_PROV.pdf - 5
 PAQ - 22
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196422
 FechaCorte - 04/12/2019",5,1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152 / 2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464 / 3 : C2811_PDFCD_LIMA.pdf - 22 / 4 : C2811_PDFCD_PROV.pdf - 5,7643,22,URBANO EXPRESS PERU SA,239681
92537,370215,HR TPI GSM,04/12/2019,120404402000015,PREFORMA CLARO TPI PLANO,"17,324.00",UND,C000000048,0.03744,648.61056,005-0745542,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 28.11.2019_19239_TPI_GSM
 Comentarios - 1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152
  2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464
  3 : C2811_PDFCD_LIMA.pdf - 22
  4 : C2811_PDFCD_PROV.pdf - 5
 PAQ - 22
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196422
 FechaCorte - 04/12/2019",5,1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152 / 2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464 / 3 : C2811_PDFCD_LIMA.pdf - 22 / 4 : C2811_PDFCD_PROV.pdf - 5,7643,22,URBANO EXPRESS PERU SA,239681
92537,370215,HR TPI GSM,04/12/2019,120404403000003,SOBRE CLARO 11 x 22.5 CM,"7,616.00",UND,C000000048,0.06975,531.216,005-0745542,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 28.11.2019_19239_TPI_GSM
 Comentarios - 1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152
  2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464
  3 : C2811_PDFCD_LIMA.pdf - 22
  4 : C2811_PDFCD_PROV.pdf - 5
 PAQ - 22
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196422
 FechaCorte - 04/12/2019",5,1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152 / 2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464 / 3 : C2811_PDFCD_LIMA.pdf - 22 / 4 : C2811_PDFCD_PROV.pdf - 5,7643,22,URBANO EXPRESS PERU SA,239681
92537,370215,HR TPI GSM,04/12/2019,120404403000004,SOBRE CLARO 23 X 31.5 CM,27,UND,C000000048,0.395,10.665,005-0745542,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 28.11.2019_19239_TPI_GSM
 Comentarios - 1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152
  2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464
  3 : C2811_PDFCD_LIMA.pdf - 22
  4 : C2811_PDFCD_PROV.pdf - 5
 PAQ - 22
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196422
 FechaCorte - 04/12/2019",5,1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152 / 2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464 / 3 : C2811_PDFCD_LIMA.pdf - 22 / 4 : C2811_PDFCD_PROV.pdf - 5,7643,22,URBANO EXPRESS PERU SA,239681
92537,370215,HR TPI GSM,04/12/2019,120404406000002,SERV. IMPRESION VARIABLE A4,"34,648.00",UND,C000000048,0.0425,1472.54,005-0745542,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 28.11.2019_19239_TPI_GSM
 Comentarios - 1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152
  2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464
  3 : C2811_PDFCD_LIMA.pdf - 22
  4 : C2811_PDFCD_PROV.pdf - 5
 PAQ - 22
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196422
 FechaCorte - 04/12/2019",5,1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152 / 2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464 / 3 : C2811_PDFCD_LIMA.pdf - 22 / 4 : C2811_PDFCD_PROV.pdf - 5,7643,22,URBANO EXPRESS PERU SA,239681
92537,370215,HR TPI GSM,04/12/2019,120404407000003,SERV. ENSOBRADO MANUAL,"7,643.00",UND,C000000048,0.0612,467.7516,005-0745542,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 28.11.2019_19239_TPI_GSM
 Comentarios - 1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152
  2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464
  3 : C2811_PDFCD_LIMA.pdf - 22
  4 : C2811_PDFCD_PROV.pdf - 5
 PAQ - 22
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196422
 FechaCorte - 04/12/2019",5,1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152 / 2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464 / 3 : C2811_PDFCD_LIMA.pdf - 22 / 4 : C2811_PDFCD_PROV.pdf - 5,7643,22,URBANO EXPRESS PERU SA,239681
92537,370215,HR TPI GSM,04/12/2019,120404410000003,SERV. CD QUEMADO DE PDF´S,27,UND,C000000048,4.5,121.5,005-0745542,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 28.11.2019_19239_TPI_GSM
 Comentarios - 1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152
  2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464
  3 : C2811_PDFCD_LIMA.pdf - 22
  4 : C2811_PDFCD_PROV.pdf - 5
 PAQ - 22
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196422
 FechaCorte - 04/12/2019",5,1 : C1128_CORP_AFP_LIMA_TOTAL_4152.afp - 4152 / 2 : C1128_CORP_AFP_PROV_TOTAL_3464.afp - 3464 / 3 : C2811_PDFCD_LIMA.pdf - 22 / 4 : C2811_PDFCD_PROV.pdf - 5,7643,22,URBANO EXPRESS PERU SA,239681
92733,370385,HR TPI GSM,01/12/2019,60404430000016,HR TPI GSM,37,UND,C000000048,0,0,005-0745691,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - TPI
 Comentarios - 1 : C1201_CORP_AFP_LIMA_TOTAL_13.afp - 13
  2 : C1201_CORP_AFP_PROV_TOTAL_24.afp - 24
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196520
 FechaCorte - 01/12/2019",5,1 : C1201_CORP_AFP_LIMA_TOTAL_13.afp - 13 / 2 : C1201_CORP_AFP_PROV_TOTAL_24.afp - 24,37,2,URBANO EXPRESS PERU SA,239681
92733,370385,HR TPI GSM,01/12/2019,120404401000021,PREFORMA TPI 0616 CONTINUA,81,UND,C000000048,0.03744,3.03264,005-0745691,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - TPI
 Comentarios - 1 : C1201_CORP_AFP_LIMA_TOTAL_13.afp - 13
  2 : C1201_CORP_AFP_PROV_TOTAL_24.afp - 24
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196520
 FechaCorte - 01/12/2019",5,1 : C1201_CORP_AFP_LIMA_TOTAL_13.afp - 13 / 2 : C1201_CORP_AFP_PROV_TOTAL_24.afp - 24,37,2,URBANO EXPRESS PERU SA,239681
92733,370385,HR TPI GSM,01/12/2019,120404403000003,SOBRE CLARO 11 x 22.5 CM,37,UND,C000000048,0.06975,2.58075,005-0745691,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - TPI
 Comentarios - 1 : C1201_CORP_AFP_LIMA_TOTAL_13.afp - 13
  2 : C1201_CORP_AFP_PROV_TOTAL_24.afp - 24
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196520
 FechaCorte - 01/12/2019",5,1 : C1201_CORP_AFP_LIMA_TOTAL_13.afp - 13 / 2 : C1201_CORP_AFP_PROV_TOTAL_24.afp - 24,37,2,URBANO EXPRESS PERU SA,239681
92733,370385,HR TPI GSM,01/12/2019,120404406000002,SERV. IMPRESION VARIABLE A4,162,UND,C000000048,0.0425,6.885,005-0745691,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - TPI
 Comentarios - 1 : C1201_CORP_AFP_LIMA_TOTAL_13.afp - 13
  2 : C1201_CORP_AFP_PROV_TOTAL_24.afp - 24
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196520
 FechaCorte - 01/12/2019",5,1 : C1201_CORP_AFP_LIMA_TOTAL_13.afp - 13 / 2 : C1201_CORP_AFP_PROV_TOTAL_24.afp - 24,37,2,URBANO EXPRESS PERU SA,239681
92733,370385,HR TPI GSM,01/12/2019,120404407000003,SERV. ENSOBRADO MANUAL,37,UND,C000000048,0.0612,2.2644,005-0745691,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - TPI
 Comentarios - 1 : C1201_CORP_AFP_LIMA_TOTAL_13.afp - 13
  2 : C1201_CORP_AFP_PROV_TOTAL_24.afp - 24
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196520
 FechaCorte - 01/12/2019",5,1 : C1201_CORP_AFP_LIMA_TOTAL_13.afp - 13 / 2 : C1201_CORP_AFP_PROV_TOTAL_24.afp - 24,37,2,URBANO EXPRESS PERU SA,239681
92748,370387,RECIBO AUTOSOBRE A5 FIJA - NUEVO RECIBO,01/12/2019,60404430000043,RECIBO AUTOSOBRE A5 FIJA - NUEVO RECIBO,"9,308.00",UND,C000000048,0,0,005-0745704,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - AUTO - FIJA
 Comentarios - 1 : NR_C1201_MGF_LIMA_AFP_AUTOSOBRE_TOTAL_5528.afp - 5528
  2 : NR_C1201_MGF_PROV_AFP_AUTOSOBRE_TOTAL_3780.afp - 3780
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196522
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGF_LIMA_AFP_AUTOSOBRE_TOTAL_5528.afp - 5528 / 2 : NR_C1201_MGF_PROV_AFP_AUTOSOBRE_TOTAL_3780.afp - 3780,9308,2,URBANO EXPRESS PERU SA,239672
92748,370387,RECIBO AUTOSOBRE A5 FIJA - NUEVO RECIBO,01/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,"9,308.00",UND,C000000048,0.0247,229.9076,005-0745704,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - AUTO - FIJA
 Comentarios - 1 : NR_C1201_MGF_LIMA_AFP_AUTOSOBRE_TOTAL_5528.afp - 5528
  2 : NR_C1201_MGF_PROV_AFP_AUTOSOBRE_TOTAL_3780.afp - 3780
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196522
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGF_LIMA_AFP_AUTOSOBRE_TOTAL_5528.afp - 5528 / 2 : NR_C1201_MGF_PROV_AFP_AUTOSOBRE_TOTAL_3780.afp - 3780,9308,2,URBANO EXPRESS PERU SA,239672
92748,370387,RECIBO AUTOSOBRE A5 FIJA - NUEVO RECIBO,01/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,"18,616.00",UND,C000000048,0.0175,325.78,005-0745704,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - AUTO - FIJA
 Comentarios - 1 : NR_C1201_MGF_LIMA_AFP_AUTOSOBRE_TOTAL_5528.afp - 5528
  2 : NR_C1201_MGF_PROV_AFP_AUTOSOBRE_TOTAL_3780.afp - 3780
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196522
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGF_LIMA_AFP_AUTOSOBRE_TOTAL_5528.afp - 5528 / 2 : NR_C1201_MGF_PROV_AFP_AUTOSOBRE_TOTAL_3780.afp - 3780,9308,2,URBANO EXPRESS PERU SA,239672
92748,370387,RECIBO AUTOSOBRE A5 FIJA - NUEVO RECIBO,01/12/2019,120404407000001,SERV. AUTOENSOBRADO,"9,308.00",UND,C000000048,0.04875,453.765,005-0745704,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - AUTO - FIJA
 Comentarios - 1 : NR_C1201_MGF_LIMA_AFP_AUTOSOBRE_TOTAL_5528.afp - 5528
  2 : NR_C1201_MGF_PROV_AFP_AUTOSOBRE_TOTAL_3780.afp - 3780
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196522
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGF_LIMA_AFP_AUTOSOBRE_TOTAL_5528.afp - 5528 / 2 : NR_C1201_MGF_PROV_AFP_AUTOSOBRE_TOTAL_3780.afp - 3780,9308,2,URBANO EXPRESS PERU SA,239672
92749,370388,RECIBO AUTOSOBRE A5 MOVIL - NUEVO RECIBO,01/12/2019,60404430000029,RECIBO AUTOSOBRE A5 MOVIL - NUEVO RECIBO,"13,083.00",UND,C000000048,0,0,005-0745705,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - AUTO -MOVIL
 Comentarios - 1 : NR_C1201_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_6225.afp - 6225
  2 : NR_C1201_MGM_PROV_AFP_AUTOSOBRE_TOTAL_6858.afp - 6858
 PAQ - 04
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196523
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_6225.afp - 6225 / 2 : NR_C1201_MGM_PROV_AFP_AUTOSOBRE_TOTAL_6858.afp - 6858,13083,4,URBANO EXPRESS PERU SA,239669
92749,370388,RECIBO AUTOSOBRE A5 MOVIL - NUEVO RECIBO,01/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,"13,083.00",UND,C000000048,0.0247,323.1501,005-0745705,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - AUTO -MOVIL
 Comentarios - 1 : NR_C1201_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_6225.afp - 6225
  2 : NR_C1201_MGM_PROV_AFP_AUTOSOBRE_TOTAL_6858.afp - 6858
 PAQ - 04
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196523
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_6225.afp - 6225 / 2 : NR_C1201_MGM_PROV_AFP_AUTOSOBRE_TOTAL_6858.afp - 6858,13083,4,URBANO EXPRESS PERU SA,239669
92749,370388,RECIBO AUTOSOBRE A5 MOVIL - NUEVO RECIBO,01/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,"26,166.00",UND,C000000048,0.0175,457.905,005-0745705,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - AUTO -MOVIL
 Comentarios - 1 : NR_C1201_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_6225.afp - 6225
  2 : NR_C1201_MGM_PROV_AFP_AUTOSOBRE_TOTAL_6858.afp - 6858
 PAQ - 04
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196523
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_6225.afp - 6225 / 2 : NR_C1201_MGM_PROV_AFP_AUTOSOBRE_TOTAL_6858.afp - 6858,13083,4,URBANO EXPRESS PERU SA,239669
92749,370388,RECIBO AUTOSOBRE A5 MOVIL - NUEVO RECIBO,01/12/2019,120404407000001,SERV. AUTOENSOBRADO,"13,083.00",UND,C000000048,0.04875,637.79625,005-0745705,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - AUTO -MOVIL
 Comentarios - 1 : NR_C1201_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_6225.afp - 6225
  2 : NR_C1201_MGM_PROV_AFP_AUTOSOBRE_TOTAL_6858.afp - 6858
 PAQ - 04
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196523
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_6225.afp - 6225 / 2 : NR_C1201_MGM_PROV_AFP_AUTOSOBRE_TOTAL_6858.afp - 6858,13083,4,URBANO EXPRESS PERU SA,239669
92734,370391,RECIBO ENSOBRADO A5 FIJA,01/12/2019,60404430000018,RECIBO ENSOBRADO A5 FIJA,652,UND,C000000048,0,0,005-0745692,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - NR FIJA
 Comentarios - 1 : NR_C1201_MGF_LIMA_AFP_RESTANTES_TOTAL_327.afp - 327
  2 : NR_C1201_MGF_PROV_AFP_RESTANTES_TOTAL_325.afp - 325
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196524
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGF_LIMA_AFP_RESTANTES_TOTAL_327.afp - 327 / 2 : NR_C1201_MGF_PROV_AFP_RESTANTES_TOTAL_325.afp - 325,652,2,URBANO EXPRESS PERU SA,239666
92734,370391,RECIBO ENSOBRADO A5 FIJA,01/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,"1,304.00",UND,C000000048,0.0247,32.2088,005-0745692,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - NR FIJA
 Comentarios - 1 : NR_C1201_MGF_LIMA_AFP_RESTANTES_TOTAL_327.afp - 327
  2 : NR_C1201_MGF_PROV_AFP_RESTANTES_TOTAL_325.afp - 325
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196524
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGF_LIMA_AFP_RESTANTES_TOTAL_327.afp - 327 / 2 : NR_C1201_MGF_PROV_AFP_RESTANTES_TOTAL_325.afp - 325,652,2,URBANO EXPRESS PERU SA,239666
92734,370391,RECIBO ENSOBRADO A5 FIJA,01/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,652,UND,C000000048,0.08265,53.8878,005-0745692,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - NR FIJA
 Comentarios - 1 : NR_C1201_MGF_LIMA_AFP_RESTANTES_TOTAL_327.afp - 327
  2 : NR_C1201_MGF_PROV_AFP_RESTANTES_TOTAL_325.afp - 325
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196524
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGF_LIMA_AFP_RESTANTES_TOTAL_327.afp - 327 / 2 : NR_C1201_MGF_PROV_AFP_RESTANTES_TOTAL_325.afp - 325,652,2,URBANO EXPRESS PERU SA,239666
92734,370391,RECIBO ENSOBRADO A5 FIJA,01/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,"2,608.00",UND,C000000048,0.0175,45.64,005-0745692,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - NR FIJA
 Comentarios - 1 : NR_C1201_MGF_LIMA_AFP_RESTANTES_TOTAL_327.afp - 327
  2 : NR_C1201_MGF_PROV_AFP_RESTANTES_TOTAL_325.afp - 325
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196524
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGF_LIMA_AFP_RESTANTES_TOTAL_327.afp - 327 / 2 : NR_C1201_MGF_PROV_AFP_RESTANTES_TOTAL_325.afp - 325,652,2,URBANO EXPRESS PERU SA,239666
92734,370391,RECIBO ENSOBRADO A5 FIJA,01/12/2019,120404410000002,SERV. TRANSPROMO,652,UND,C000000048,0.0204,13.3008,005-0745692,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - NR FIJA
 Comentarios - 1 : NR_C1201_MGF_LIMA_AFP_RESTANTES_TOTAL_327.afp - 327
  2 : NR_C1201_MGF_PROV_AFP_RESTANTES_TOTAL_325.afp - 325
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196524
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGF_LIMA_AFP_RESTANTES_TOTAL_327.afp - 327 / 2 : NR_C1201_MGF_PROV_AFP_RESTANTES_TOTAL_325.afp - 325,652,2,URBANO EXPRESS PERU SA,239666
92738,370393,RECIBO ENSOBRADO A5 MOVIL,01/12/2019,60404430000003,RECIBO ENSOBRADO A5 MOVIL,827,UND,C000000048,0,0,005-0745695,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - NR MOVIL
 Comentarios - 1 : NR_C1201_MGM_LIMA_AFP_RESTANTES_TOTAL_423.afp - 423
  2 : NR_C1201_MGM_PROV_AFP_RESTANTES_TOTAL_404.afp - 404
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196525
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGM_LIMA_AFP_RESTANTES_TOTAL_423.afp - 423 / 2 : NR_C1201_MGM_PROV_AFP_RESTANTES_TOTAL_404.afp - 404,827,2,URBANO EXPRESS PERU SA,239663
92738,370393,RECIBO ENSOBRADO A5 MOVIL,01/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,"1,980.00",UND,C000000048,0.0247,48.906,005-0745695,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - NR MOVIL
 Comentarios - 1 : NR_C1201_MGM_LIMA_AFP_RESTANTES_TOTAL_423.afp - 423
  2 : NR_C1201_MGM_PROV_AFP_RESTANTES_TOTAL_404.afp - 404
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196525
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGM_LIMA_AFP_RESTANTES_TOTAL_423.afp - 423 / 2 : NR_C1201_MGM_PROV_AFP_RESTANTES_TOTAL_404.afp - 404,827,2,URBANO EXPRESS PERU SA,239663
92738,370393,RECIBO ENSOBRADO A5 MOVIL,01/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,827,UND,C000000048,0.08265,68.35155,005-0745695,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - NR MOVIL
 Comentarios - 1 : NR_C1201_MGM_LIMA_AFP_RESTANTES_TOTAL_423.afp - 423
  2 : NR_C1201_MGM_PROV_AFP_RESTANTES_TOTAL_404.afp - 404
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196525
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGM_LIMA_AFP_RESTANTES_TOTAL_423.afp - 423 / 2 : NR_C1201_MGM_PROV_AFP_RESTANTES_TOTAL_404.afp - 404,827,2,URBANO EXPRESS PERU SA,239663
92738,370393,RECIBO ENSOBRADO A5 MOVIL,01/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,"3,960.00",UND,C000000048,0.0175,69.3,005-0745695,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - NR MOVIL
 Comentarios - 1 : NR_C1201_MGM_LIMA_AFP_RESTANTES_TOTAL_423.afp - 423
  2 : NR_C1201_MGM_PROV_AFP_RESTANTES_TOTAL_404.afp - 404
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196525
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGM_LIMA_AFP_RESTANTES_TOTAL_423.afp - 423 / 2 : NR_C1201_MGM_PROV_AFP_RESTANTES_TOTAL_404.afp - 404,827,2,URBANO EXPRESS PERU SA,239663
92738,370393,RECIBO ENSOBRADO A5 MOVIL,01/12/2019,120404410000002,SERV. TRANSPROMO,827,UND,C000000048,0.0204,16.8708,005-0745695,06/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 01.12.2019_23907 - NR MOVIL
 Comentarios - 1 : NR_C1201_MGM_LIMA_AFP_RESTANTES_TOTAL_423.afp - 423
  2 : NR_C1201_MGM_PROV_AFP_RESTANTES_TOTAL_404.afp - 404
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 196525
 FechaCorte - 01/12/2019",5,1 : NR_C1201_MGM_LIMA_AFP_RESTANTES_TOTAL_423.afp - 423 / 2 : NR_C1201_MGM_PROV_AFP_RESTANTES_TOTAL_404.afp - 404,827,2,URBANO EXPRESS PERU SA,239663
93079,370748,RECIBO ENSOBRADO A5 MOVIL,22/11/2019,60404430000003,RECIBO ENSOBRADO A5 MOVIL,13,UND,C000000048,0,0,005-0745992,07/12/2019,"Descripción - Indicaciones Ajustes mas Roaming Ciclo 22.11.2019_24_MGM
 Comentarios - 1 : NR_C1122_MGM_LIMA_AFP_RESTANTES_TOTAL_2.afp - 2
  2 : NR_C1122_MGM_LIMA_AFP_RESTANTES_TOTAL_4.afp - 4
  3 : NR_C1122_MGM_PROV_AFP_RESTANTES_TOTAL_2.afp - 2
  4 : NR_C1122_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5
 PAQ - 04
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 22/11/2019",5,1 : NR_C1122_MGM_LIMA_AFP_RESTANTES_TOTAL_2.afp - 2 / 2 : NR_C1122_MGM_LIMA_AFP_RESTANTES_TOTAL_4.afp - 4 / 3 : NR_C1122_MGM_PROV_AFP_RESTANTES_TOTAL_2.afp - 2 / 4 : NR_C1122_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5,13,4,COURIER S.MARTIN DE PORRES S.A,239663
